| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000004934| 0000000005083| 0000000000132| Tue Jan  4 21:31:51 2022
| 0000000004755| -000000000001| 0000000000542| Tue Jan  4 21:31:51 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005748| 0000000005757| 0000000000066| Tue Jan  4 21:31:51 2022
| 0000000005076| 0000000004770| 0000000000427| Tue Jan  4 21:31:51 2022
| 0000000005690| 0000000005012| 0000000000650| Tue Jan  4 21:31:51 2022
| 0000000005700| 0000000004785| 0000000000810| Tue Jan  4 21:31:51 2022
| 0000000005114| 0000000005173| 0000000000483| Tue Jan  4 21:31:51 2022
| 0000000004813| 0000000005174| 0000000000460| Tue Jan  4 21:31:51 2022
| 0000000004849| 0000000005003| 0000000000448| Tue Jan  4 21:31:51 2022
| 0000000005043| 0000000005056| 0000000000108| Tue Jan  4 21:31:51 2022
| 0000000005353| 0000000005317| 0000000000176| Tue Jan  4 21:31:51 2022
| 0000000004756| -000000000001| 0000000000399| Tue Jan  4 21:31:51 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000004998| 0000000004792| 0000000000633| Tue Jan  4 21:31:51 2022
| 0000000005042| 0000000005392| 0000000000125| Tue Jan  4 21:31:51 2022
| 0000000005452| 0000000004876| 0000000000482| Tue Jan  4 21:31:51 2022
| 0000000004988| 0000000005273| 0000000000269| Tue Jan  4 21:31:51 2022
| 0000000005384| 0000000005251| 0000000000034| Tue Jan  4 21:31:51 2022
| 0000000004807| 0000000005111| 0000000000065| Tue Jan  4 21:31:51 2022
| 0000000005541| 0000000004990| 0000000000573| Tue Jan  4 21:31:51 2022
| 0000000005448| 0000000005003| 0000000000454| Tue Jan  4 21:31:51 2022
| 0000000004865| 0000000005123| 0000000000091| Tue Jan  4 21:31:51 2022
| 0000000004757| -000000000001| 0000000000298| Tue Jan  4 21:31:51 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005336| 0000000004951| 0000000000567| Tue Jan  4 21:31:51 2022
| 0000000005758| 0000000004866| 0000000000824| Tue Jan  4 21:31:51 2022
| 0000000004814| 0000000004781| 0000000000203| Tue Jan  4 21:31:51 2022
| 0000000005195| 0000000004987| 0000000000544| Tue Jan  4 21:31:51 2022
| 0000000005755| 0000000004799| 0000000000114| Tue Jan  4 21:31:51 2022
| 0000000004777| 0000000005273| 0000000000018| Tue Jan  4 21:31:51 2022
| 0000000005370| 0000000004987| 0000000000021| Tue Jan  4 21:31:51 2022
| 0000000005438| 0000000005310| 0000000000022| Tue Jan  4 21:31:51 2022
| 0000000005211| 0000000004792| 0000000000100| Tue Jan  4 21:31:51 2022
| 0000000004754| -000000000001| 0000000000264| Tue Jan  4 21:31:51 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005390| 0000000005038| 0000000000418| Tue Jan  4 21:31:51 2022
| 0000000004981| 0000000005162| 0000000000265| Tue Jan  4 21:31:51 2022
| 0000000005007| 0000000005302| 0000000001371| Tue Jan  4 21:31:51 2022
| 0000000004904| 0000000005147| 0000000000217| Tue Jan  4 21:31:51 2022
| 0000000005607| 0000000004764| 0000000000627| Tue Jan  4 21:31:51 2022
| 0000000005517| 0000000004951| 0000000000456| Tue Jan  4 21:31:51 2022
| 0000000005630| 0000000004781| 0000000000530| Tue Jan  4 21:31:51 2022
| 0000000005708| 0000000004951| 0000000000100| Tue Jan  4 21:31:51 2022
| 0000000005431| 0000000005369| 0000000000049| Tue Jan  4 21:31:51 2022
| 0000000004755| -000000000001| 0000000000444| Tue Jan  4 21:31:51 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005220| 0000000005162| 0000000000327| Tue Jan  4 21:31:51 2022
| 0000000005097| 0000000005150| 0000000001026| Tue Jan  4 21:31:51 2022
| 0000000004976| 0000000005322| 0000000000045| Tue Jan  4 21:31:51 2022
| 0000000004840| 0000000004764| 0000000000036| Tue Jan  4 21:31:51 2022
| 0000000005224| 0000000005322| 0000000000062| Tue Jan  4 21:31:51 2022
| 0000000005300| 0000000005099| 0000000000183| Tue Jan  4 21:31:51 2022
| 0000000005389| 0000000005166| 0000000000070| Tue Jan  4 21:31:51 2022
| 0000000005359| 0000000004773| 0000000000604| Tue Jan  4 21:31:51 2022
| 0000000005084| 0000000004787| 0000000000837| Tue Jan  4 21:31:51 2022
| 0000000004760| -000000000001| 0000000000351| Tue Jan  4 21:31:51 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005029| 0000000005144| 0000000000168| Tue Jan  4 21:31:51 2022
| 0000000005289| 0000000005310| 0000000000248| Tue Jan  4 21:31:51 2022
| 0000000005552| 0000000005408| 0000000000458| Tue Jan  4 21:31:51 2022
| 0000000004940| 0000000005162| 0000000000171| Tue Jan  4 21:31:51 2022
| 0000000005411| 0000000005302| 0000000000108| Tue Jan  4 21:31:51 2022
| 0000000004968| 0000000005408| 0000000000145| Tue Jan  4 21:31:51 2022
| 0000000005514| 0000000005278| 0000000000328| Tue Jan  4 21:31:51 2022
| 0000000004931| 0000000004990| 0000000000153| Tue Jan  4 21:31:51 2022
| 0000000005468| 0000000005332| 0000000000061| Tue Jan  4 21:31:51 2022
| 0000000004752| -000000000001| 0000000000199| Tue Jan  4 21:31:51 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005080| 0000000005138| 0000000000014| Tue Jan  4 21:31:51 2022
| 0000000005014| 0000000005251| 0000000000117| Tue Jan  4 21:31:51 2022
| 0000000005024| 0000000005111| 0000000000094| Tue Jan  4 21:31:51 2022
| 0000000004863| 0000000005036| 0000000000189| Tue Jan  4 21:31:51 2022
| 0000000004954| 0000000005148| 0000000000085| Tue Jan  4 21:31:51 2022
| 0000000005416| 0000000005135| 0000000000116| Tue Jan  4 21:31:51 2022
| 0000000005757| 0000000005275| 0000000000582| Tue Jan  4 21:31:51 2022
| 0000000004919| 0000000004998| 0000000000630| Tue Jan  4 21:31:51 2022
| 0000000005348| 0000000005192| 0000000000894| Tue Jan  4 21:31:51 2022
| 0000000004756| -000000000001| 0000000000299| Tue Jan  4 21:31:51 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005335| 0000000004789| 0000000000423| Tue Jan  4 21:31:51 2022
