| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005425| 0000000005476| 0000000000181| Sun Jan  9 11:04:12 2022
| 0000000005424| 0000000005412| 0000000000222| Sun Jan  9 11:04:12 2022
| 0000000005501| 0000000005495| 0000000000206| Sun Jan  9 11:04:12 2022
| 0000000005450| 0000000005438| 0000000000106| Sun Jan  9 11:04:12 2022
| 0000000005430| 0000000005420| 0000000000002| Sun Jan  9 11:04:12 2022
| 0000000005393| -000000000001| 0000000000015| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005438| 0000000005403| 0000000000139| Sun Jan  9 11:04:12 2022
| 0000000005418| 0000000005450| 0000000000131| Sun Jan  9 11:04:12 2022
| 0000000005463| 0000000005437| 0000000000209| Sun Jan  9 11:04:12 2022
| 0000000005405| 0000000005494| 0000000000101| Sun Jan  9 11:04:12 2022
| 0000000005441| 0000000005406| 0000000000104| Sun Jan  9 11:04:12 2022
| 0000000005500| 0000000005416| 0000000000085| Sun Jan  9 11:04:12 2022
| 0000000005464| 0000000005411| 0000000000206| Sun Jan  9 11:04:12 2022
| 0000000005466| 0000000005456| 0000000000463| Sun Jan  9 11:04:12 2022
| 0000000005415| 0000000005491| 0000000000132| Sun Jan  9 11:04:12 2022
| 0000000005394| -000000000001| 0000000000014| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005463| 0000000005473| 0000000000182| Sun Jan  9 11:04:12 2022
| 0000000005499| 0000000005407| 0000000000082| Sun Jan  9 11:04:12 2022
| 0000000005433| 0000000005464| 0000000000019| Sun Jan  9 11:04:12 2022
| 0000000005455| 0000000005408| 0000000000277| Sun Jan  9 11:04:12 2022
| 0000000005502| 0000000005472| 0000000000322| Sun Jan  9 11:04:12 2022
| 0000000005480| 0000000005419| 0000000000072| Sun Jan  9 11:04:12 2022
| 0000000005461| 0000000005475| 0000000000090| Sun Jan  9 11:04:12 2022
| 0000000005407| 0000000005404| 0000000000082| Sun Jan  9 11:04:12 2022
| 0000000005413| 0000000005444| 0000000000079| Sun Jan  9 11:04:12 2022
| 0000000005395| -000000000001| 0000000000012| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005432| 0000000005454| 0000000000056| Sun Jan  9 11:04:12 2022
| 0000000005458| 0000000005415| 0000000000168| Sun Jan  9 11:04:12 2022
| 0000000005448| 0000000005439| 0000000000036| Sun Jan  9 11:04:12 2022
| 0000000005458| 0000000005407| 0000000000083| Sun Jan  9 11:04:12 2022
| 0000000005446| 0000000005489| 0000000000075| Sun Jan  9 11:04:12 2022
| 0000000005438| 0000000005423| 0000000000192| Sun Jan  9 11:04:12 2022
| 0000000005491| 0000000005453| 0000000000066| Sun Jan  9 11:04:12 2022
| 0000000005418| 0000000005455| 0000000000138| Sun Jan  9 11:04:12 2022
| 0000000005466| 0000000005475| 0000000000144| Sun Jan  9 11:04:12 2022
| 0000000005396| -000000000001| 0000000000009| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005491| 0000000005488| 0000000000235| Sun Jan  9 11:04:12 2022
| 0000000005492| 0000000005434| 0000000000153| Sun Jan  9 11:04:12 2022
| 0000000005453| 0000000005497| 0000000000173| Sun Jan  9 11:04:12 2022
| 0000000005460| 0000000005463| 0000000000031| Sun Jan  9 11:04:12 2022
| 0000000005408| 0000000005441| 0000000000045| Sun Jan  9 11:04:12 2022
| 0000000005494| 0000000005490| 0000000000187| Sun Jan  9 11:04:12 2022
| 0000000005493| 0000000005483| 0000000000008| Sun Jan  9 11:04:12 2022
| 0000000005460| 0000000005413| 0000000000057| Sun Jan  9 11:04:12 2022
| 0000000005453| 0000000005462| 0000000000044| Sun Jan  9 11:04:12 2022
| 0000000005401| -000000000001| 0000000000010| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005501| 0000000005462| 0000000000190| Sun Jan  9 11:04:12 2022
| 0000000005431| 0000000005417| 0000000000377| Sun Jan  9 11:04:12 2022
| 0000000005464| 0000000005417| 0000000000076| Sun Jan  9 11:04:12 2022
| 0000000005450| 0000000005446| 0000000000206| Sun Jan  9 11:04:12 2022
| 0000000005443| 0000000005449| 0000000000171| Sun Jan  9 11:04:12 2022
| 0000000005473| 0000000005418| 0000000000093| Sun Jan  9 11:04:12 2022
| 0000000005423| 0000000005447| 0000000000357| Sun Jan  9 11:04:12 2022
| 0000000005443| 0000000005433| 0000000000127| Sun Jan  9 11:04:12 2022
| 0000000005487| 0000000005426| 0000000000210| Sun Jan  9 11:04:12 2022
| 0000000005400| -000000000001| 0000000000015| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005404| 0000000005410| 0000000000082| Sun Jan  9 11:04:12 2022
| 0000000005466| 0000000005485| 0000000000095| Sun Jan  9 11:04:12 2022
| 0000000005409| 0000000005448| 0000000000010| Sun Jan  9 11:04:12 2022
| 0000000005474| 0000000005428| 0000000000107| Sun Jan  9 11:04:12 2022
| 0000000005418| 0000000005464| 0000000000141| Sun Jan  9 11:04:12 2022
| 0000000005410| 0000000005473| 0000000000238| Sun Jan  9 11:04:12 2022
| 0000000005412| 0000000005422| 0000000000404| Sun Jan  9 11:04:12 2022
| 0000000005477| 0000000005500| 0000000000151| Sun Jan  9 11:04:12 2022
| 0000000005488| 0000000005431| 0000000000016| Sun Jan  9 11:04:12 2022
| 0000000005399| -000000000001| 0000000000013| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005408| 0000000005480| 0000000000410| Sun Jan  9 11:04:12 2022
| 0000000005452| 0000000005466| 0000000000063| Sun Jan  9 11:04:12 2022
| 0000000005413| 0000000005414| 0000000000306| Sun Jan  9 11:04:12 2022
| 0000000005419| 0000000005436| 0000000000350| Sun Jan  9 11:04:12 2022
| 0000000005416| 0000000005435| 0000000000112| Sun Jan  9 11:04:12 2022
| 0000000005445| 0000000005428| 0000000000262| Sun Jan  9 11:04:12 2022
| 0000000005458| 0000000005496| 0000000000104| Sun Jan  9 11:04:12 2022
| 0000000005420| 0000000005409| 0000000000295| Sun Jan  9 11:04:12 2022
| 0000000005418| 0000000005469| 0000000000139| Sun Jan  9 11:04:12 2022
| 0000000005402| -000000000001| 0000000000018| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005483| 0000000005421| 0000000000096| Sun Jan  9 11:04:12 2022
| 0000000005454| 0000000005429| 0000000000192| Sun Jan  9 11:04:12 2022
| 0000000005445| 0000000005492| 0000000000495| Sun Jan  9 11:04:12 2022
| 0000000005461| 0000000005484| 0000000000498| Sun Jan  9 11:04:12 2022
| 0000000005448| 0000000005405| 0000000000124| Sun Jan  9 11:04:12 2022
| 0000000005428| 0000000005403| 0000000000103| Sun Jan  9 11:04:12 2022
| 0000000005420| 0000000005424| 0000000000124| Sun Jan  9 11:04:12 2022
| 0000000005476| 0000000005410| 0000000000168| Sun Jan  9 11:04:12 2022
| 0000000005460| 0000000005427| 0000000000004| Sun Jan  9 11:04:12 2022
| 0000000005397| -000000000001| 0000000000017| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005428| 0000000005479| 0000000000070| Sun Jan  9 11:04:12 2022
| 0000000005448| 0000000005477| 0000000000071| Sun Jan  9 11:04:12 2022
| 0000000005502| 0000000005474| 0000000000257| Sun Jan  9 11:04:12 2022
| 0000000005436| 0000000005486| 0000000000175| Sun Jan  9 11:04:12 2022
| 0000000005491| 0000000005495| 0000000000262| Sun Jan  9 11:04:12 2022
| 0000000005493| 0000000005465| 0000000000146| Sun Jan  9 11:04:12 2022
| 0000000005435| 0000000005439| 0000000000007| Sun Jan  9 11:04:12 2022
| 0000000005436| 0000000005463| 0000000000270| Sun Jan  9 11:04:12 2022
| 0000000005468| 0000000005490| 0000000000007| Sun Jan  9 11:04:12 2022
| 0000000005400| -000000000001| 0000000000012| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005496| 0000000005451| 0000000000044| Sun Jan  9 11:04:12 2022
| 0000000005486| 0000000005443| 0000000000084| Sun Jan  9 11:04:12 2022
| 0000000005494| 0000000005498| 0000000000386| Sun Jan  9 11:04:12 2022
| 0000000005456| 0000000005406| 0000000000043| Sun Jan  9 11:04:12 2022
| 0000000005479| 0000000005501| 0000000000269| Sun Jan  9 11:04:12 2022
| 0000000005472| 0000000005445| 0000000000017| Sun Jan  9 11:04:12 2022
| 0000000005477| 0000000005454| 0000000000178| Sun Jan  9 11:04:12 2022
| 0000000005473| 0000000005421| 0000000000069| Sun Jan  9 11:04:12 2022
| 0000000005473| 0000000005440| 0000000000071| Sun Jan  9 11:04:12 2022
| 0000000005393| -000000000001| 0000000000012| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005406| 0000000005467| 0000000000143| Sun Jan  9 11:04:12 2022
| 0000000005452| 0000000005481| 0000000000126| Sun Jan  9 11:04:12 2022
| 0000000005452| 0000000005445| 0000000000085| Sun Jan  9 11:04:12 2022
| 0000000005490| 0000000005493| 0000000000035| Sun Jan  9 11:04:12 2022
| 0000000005454| 0000000005501| 0000000000301| Sun Jan  9 11:04:12 2022
| 0000000005416| 0000000005441| 0000000000237| Sun Jan  9 11:04:12 2022
| 0000000005456| 0000000005445| 0000000000154| Sun Jan  9 11:04:12 2022
| 0000000005497| 0000000005502| 0000000000242| Sun Jan  9 11:04:12 2022
| 0000000005408| 0000000005477| 0000000000069| Sun Jan  9 11:04:12 2022
| 0000000005398| -000000000001| 0000000000013| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005447| 0000000005461| 0000000000241| Sun Jan  9 11:04:12 2022
| 0000000005414| 0000000005409| 0000000000192| Sun Jan  9 11:04:12 2022
| 0000000005497| 0000000005466| 0000000000324| Sun Jan  9 11:04:12 2022
| 0000000005450| 0000000005492| 0000000000533| Sun Jan  9 11:04:12 2022
| 0000000005488| 0000000005417| 0000000000168| Sun Jan  9 11:04:12 2022
| 0000000005434| 0000000005485| 0000000000049| Sun Jan  9 11:04:12 2022
| 0000000005491| 0000000005438| 0000000000072| Sun Jan  9 11:04:12 2022
| 0000000005409| 0000000005476| 0000000000165| Sun Jan  9 11:04:12 2022
| 0000000005420| 0000000005464| 0000000000278| Sun Jan  9 11:04:12 2022
| 0000000005396| -000000000001| 0000000000017| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005499| 0000000005471| 0000000000075| Sun Jan  9 11:04:12 2022
| 0000000005436| 0000000005478| 0000000000075| Sun Jan  9 11:04:12 2022
| 0000000005495| 0000000005408| 0000000000233| Sun Jan  9 11:04:12 2022
| 0000000005422| 0000000005472| 0000000000129| Sun Jan  9 11:04:12 2022
| 0000000005447| 0000000005415| 0000000000278| Sun Jan  9 11:04:12 2022
| 0000000005484| 0000000005475| 0000000000241| Sun Jan  9 11:04:12 2022
| 0000000005419| 0000000005455| 0000000000158| Sun Jan  9 11:04:12 2022
| 0000000005467| 0000000005466| 0000000000266| Sun Jan  9 11:04:12 2022
| 0000000005421| 0000000005491| 0000000000409| Sun Jan  9 11:04:12 2022
| 0000000005399| -000000000001| 0000000000016| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005449| 0000000005465| 0000000000141| Sun Jan  9 11:04:12 2022
| 0000000005464| 0000000005437| 0000000000100| Sun Jan  9 11:04:12 2022
| 0000000005410| 0000000005430| 0000000000046| Sun Jan  9 11:04:12 2022
| 0000000005460| 0000000005458| 0000000000206| Sun Jan  9 11:04:12 2022
| 0000000005490| 0000000005458| 0000000000005| Sun Jan  9 11:04:12 2022
| 0000000005480| 0000000005445| 0000000000003| Sun Jan  9 11:04:12 2022
| 0000000005446| 0000000005433| 0000000000062| Sun Jan  9 11:04:12 2022
| 0000000005431| 0000000005482| 0000000000101| Sun Jan  9 11:04:12 2022
| 0000000005433| 0000000005423| 0000000000255| Sun Jan  9 11:04:12 2022
| 0000000005395| -000000000001| 0000000000011| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005422| 0000000005480| 0000000000161| Sun Jan  9 11:04:12 2022
| 0000000005411| 0000000005457| 0000000000352| Sun Jan  9 11:04:12 2022
| 0000000005454| 0000000005460| 0000000000223| Sun Jan  9 11:04:12 2022
| 0000000005449| 0000000005411| 0000000000130| Sun Jan  9 11:04:12 2022
| 0000000005433| 0000000005496| 0000000000062| Sun Jan  9 11:04:12 2022
| 0000000005473| 0000000005428| 0000000000201| Sun Jan  9 11:04:12 2022
| 0000000005427| 0000000005497| 0000000000355| Sun Jan  9 11:04:12 2022
| 0000000005432| 0000000005468| 0000000000182| Sun Jan  9 11:04:12 2022
| 0000000005445| 0000000005418| 0000000000297| Sun Jan  9 11:04:12 2022
| 0000000005397| -000000000001| 0000000000016| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005497| 0000000005451| 0000000000008| Sun Jan  9 11:04:12 2022
| 0000000005460| 0000000005434| 0000000000200| Sun Jan  9 11:04:12 2022
| 0000000005486| 0000000005443| 0000000000227| Sun Jan  9 11:04:12 2022
| 0000000005451| 0000000005425| 0000000000108| Sun Jan  9 11:04:12 2022
| 0000000005483| 0000000005420| 0000000000225| Sun Jan  9 11:04:12 2022
| 0000000005440| 0000000005499| 0000000000449| Sun Jan  9 11:04:12 2022
| 0000000005491| 0000000005470| 0000000000040| Sun Jan  9 11:04:12 2022
| 0000000005450| 0000000005436| 0000000000644| Sun Jan  9 11:04:12 2022
| 0000000005404| 0000000005456| 0000000000069| Sun Jan  9 11:04:12 2022
| 0000000005394| -000000000001| 0000000000020| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005463| 0000000005419| 0000000000066| Sun Jan  9 11:04:12 2022
| 0000000005422| 0000000005459| 0000000000240| Sun Jan  9 11:04:12 2022
| 0000000005490| 0000000005432| 0000000000175| Sun Jan  9 11:04:12 2022
| 0000000005485| 0000000005488| 0000000000128| Sun Jan  9 11:04:12 2022
| 0000000005418| 0000000005482| 0000000000128| Sun Jan  9 11:04:12 2022
| 0000000005433| 0000000005502| 0000000000080| Sun Jan  9 11:04:12 2022
| 0000000005477| 0000000005444| 0000000000028| Sun Jan  9 11:04:12 2022
| 0000000005449| 0000000005442| 0000000000270| Sun Jan  9 11:04:12 2022
| 0000000005472| 0000000005449| 0000000000113| Sun Jan  9 11:04:12 2022
| 0000000005401| -000000000001| 0000000000011| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005450| 0000000005483| 0000000000286| Sun Jan  9 11:04:12 2022
| 0000000005479| 0000000005406| 0000000000069| Sun Jan  9 11:04:12 2022
| 0000000005443| 0000000005481| 0000000000156| Sun Jan  9 11:04:12 2022
| 0000000005435| 0000000005417| 0000000000017| Sun Jan  9 11:04:12 2022
| 0000000005478| 0000000005451| 0000000000043| Sun Jan  9 11:04:12 2022
| 0000000005460| 0000000005463| 0000000000138| Sun Jan  9 11:04:12 2022
| 0000000005488| 0000000005498| 0000000000227| Sun Jan  9 11:04:12 2022
| 0000000005458| 0000000005492| 0000000000356| Sun Jan  9 11:04:12 2022
| 0000000005428| 0000000005438| 0000000000136| Sun Jan  9 11:04:12 2022
| 0000000005393| -000000000001| 0000000000013| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005487| 0000000005447| 0000000000633| Sun Jan  9 11:04:12 2022
| 0000000005446| 0000000005430| 0000000000040| Sun Jan  9 11:04:12 2022
| 0000000005502| 0000000005460| 0000000000207| Sun Jan  9 11:04:12 2022
| 0000000005495| 0000000005439| 0000000000002| Sun Jan  9 11:04:12 2022
| 0000000005482| 0000000005490| 0000000000039| Sun Jan  9 11:04:12 2022
| 0000000005411| 0000000005419| 0000000000279| Sun Jan  9 11:04:12 2022
| 0000000005435| 0000000005454| 0000000000363| Sun Jan  9 11:04:12 2022
| 0000000005494| 0000000005424| 0000000000164| Sun Jan  9 11:04:12 2022
| 0000000005437| 0000000005440| 0000000000287| Sun Jan  9 11:04:12 2022
| 0000000005400| -000000000001| 0000000000019| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005496| 0000000005473| 0000000000095| Sun Jan  9 11:04:12 2022
| 0000000005424| 0000000005407| 0000000000143| Sun Jan  9 11:04:12 2022
| 0000000005423| 0000000005453| 0000000000299| Sun Jan  9 11:04:12 2022
| 0000000005438| 0000000005426| 0000000000280| Sun Jan  9 11:04:12 2022
| 0000000005497| 0000000005431| 0000000000268| Sun Jan  9 11:04:12 2022
| 0000000005457| 0000000005441| 0000000000107| Sun Jan  9 11:04:12 2022
| 0000000005446| 0000000005452| 0000000000195| Sun Jan  9 11:04:12 2022
| 0000000005417| 0000000005477| 0000000000185| Sun Jan  9 11:04:12 2022
| 0000000005495| 0000000005404| 0000000000099| Sun Jan  9 11:04:12 2022
| 0000000005398| -000000000001| 0000000000013| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005467| 0000000005404| 0000000000089| Sun Jan  9 11:04:12 2022
| 0000000005419| 0000000005414| 0000000000210| Sun Jan  9 11:04:12 2022
| 0000000005498| 0000000005495| 0000000000023| Sun Jan  9 11:04:12 2022
| 0000000005449| 0000000005489| 0000000000077| Sun Jan  9 11:04:12 2022
| 0000000005403| 0000000005467| 0000000000031| Sun Jan  9 11:04:12 2022
| 0000000005502| 0000000005408| 0000000000142| Sun Jan  9 11:04:12 2022
| 0000000005440| 0000000005469| 0000000000145| Sun Jan  9 11:04:12 2022
| 0000000005472| 0000000005443| 0000000000057| Sun Jan  9 11:04:12 2022
| 0000000005471| 0000000005411| 0000000000147| Sun Jan  9 11:04:12 2022
| 0000000005396| -000000000001| 0000000000010| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005469| 0000000005478| 0000000000065| Sun Jan  9 11:04:12 2022
| 0000000005500| 0000000005403| 0000000000163| Sun Jan  9 11:04:12 2022
| 0000000005484| 0000000005502| 0000000000089| Sun Jan  9 11:04:12 2022
| 0000000005429| 0000000005479| 0000000000490| Sun Jan  9 11:04:12 2022
| 0000000005421| 0000000005461| 0000000000352| Sun Jan  9 11:04:12 2022
| 0000000005413| 0000000005432| 0000000000230| Sun Jan  9 11:04:12 2022
| 0000000005494| 0000000005429| 0000000000164| Sun Jan  9 11:04:12 2022
| 0000000005466| 0000000005488| 0000000000296| Sun Jan  9 11:04:12 2022
| 0000000005418| 0000000005466| 0000000000114| Sun Jan  9 11:04:12 2022
| 0000000005397| -000000000001| 0000000000016| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005463| 0000000005442| 0000000000193| Sun Jan  9 11:04:12 2022
| 0000000005451| 0000000005450| 0000000000192| Sun Jan  9 11:04:12 2022
| 0000000005444| 0000000005405| 0000000000472| Sun Jan  9 11:04:12 2022
| 0000000005461| 0000000005421| 0000000000212| Sun Jan  9 11:04:12 2022
| 0000000005441| 0000000005420| 0000000000203| Sun Jan  9 11:04:12 2022
| 0000000005480| 0000000005496| 0000000000037| Sun Jan  9 11:04:12 2022
| 0000000005407| 0000000005494| 0000000000191| Sun Jan  9 11:04:12 2022
| 0000000005449| 0000000005427| 0000000000091| Sun Jan  9 11:04:12 2022
| 0000000005476| 0000000005470| 0000000000029| Sun Jan  9 11:04:12 2022
| 0000000005394| -000000000001| 0000000000014| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005476| 0000000005412| 0000000000464| Sun Jan  9 11:04:12 2022
| 0000000005495| 0000000005448| 0000000000316| Sun Jan  9 11:04:12 2022
| 0000000005472| 0000000005416| 0000000000102| Sun Jan  9 11:04:12 2022
| 0000000005447| 0000000005435| 0000000000147| Sun Jan  9 11:04:12 2022
| 0000000005415| 0000000005462| 0000000000135| Sun Jan  9 11:04:12 2022
| 0000000005483| 0000000005459| 0000000000052| Sun Jan  9 11:04:12 2022
| 0000000005496| 0000000005468| 0000000000087| Sun Jan  9 11:04:12 2022
| 0000000005435| 0000000005458| 0000000000180| Sun Jan  9 11:04:12 2022
| 0000000005495| 0000000005428| 0000000000127| Sun Jan  9 11:04:12 2022
| 0000000005402| -000000000001| 0000000000014| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005425| 0000000005474| 0000000000178| Sun Jan  9 11:04:12 2022
| 0000000005416| 0000000005410| 0000000000120| Sun Jan  9 11:04:12 2022
| 0000000005446| 0000000005409| 0000000000165| Sun Jan  9 11:04:12 2022
| 0000000005411| 0000000005493| 0000000000069| Sun Jan  9 11:04:12 2022
| 0000000005420| 0000000005500| 0000000000169| Sun Jan  9 11:04:12 2022
| 0000000005465| 0000000005457| 0000000000168| Sun Jan  9 11:04:12 2022
| 0000000005417| 0000000005447| 0000000000437| Sun Jan  9 11:04:12 2022
| 0000000005419| 0000000005425| 0000000000109| Sun Jan  9 11:04:12 2022
| 0000000005451| 0000000005499| 0000000000312| Sun Jan  9 11:04:12 2022
| 0000000005395| -000000000001| 0000000000014| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005413| 0000000005452| 0000000000095| Sun Jan  9 11:04:12 2022
| 0000000005460| 0000000005468| 0000000000079| Sun Jan  9 11:04:12 2022
| 0000000005487| 0000000005475| 0000000000085| Sun Jan  9 11:04:12 2022
| 0000000005444| 0000000005476| 0000000000184| Sun Jan  9 11:04:12 2022
| 0000000005440| 0000000005430| 0000000000088| Sun Jan  9 11:04:12 2022
| 0000000005420| 0000000005436| 0000000000451| Sun Jan  9 11:04:12 2022
| 0000000005472| 0000000005416| 0000000000088| Sun Jan  9 11:04:12 2022
| 0000000005434| 0000000005441| 0000000000120| Sun Jan  9 11:04:12 2022
| 0000000005455| 0000000005490| 0000000000219| Sun Jan  9 11:04:12 2022
| 0000000005397| -000000000001| 0000000000013| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005420| 0000000005422| 0000000000374| Sun Jan  9 11:04:12 2022
| 0000000005475| 0000000005487| 0000000000064| Sun Jan  9 11:04:12 2022
| 0000000005428| 0000000005446| 0000000000187| Sun Jan  9 11:04:12 2022
| 0000000005415| 0000000005482| 0000000000209| Sun Jan  9 11:04:12 2022
| 0000000005502| 0000000005501| 0000000000092| Sun Jan  9 11:04:12 2022
| 0000000005411| 0000000005410| 0000000000020| Sun Jan  9 11:04:12 2022
| 0000000005424| 0000000005496| 0000000000021| Sun Jan  9 11:04:12 2022
| 0000000005459| 0000000005420| 0000000000112| Sun Jan  9 11:04:12 2022
| 0000000005429| 0000000005450| 0000000000081| Sun Jan  9 11:04:12 2022
| 0000000005401| -000000000001| 0000000000012| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005453| 0000000005433| 0000000000234| Sun Jan  9 11:04:12 2022
| 0000000005443| 0000000005406| 0000000000066| Sun Jan  9 11:04:12 2022
| 0000000005405| 0000000005487| 0000000000099| Sun Jan  9 11:04:12 2022
| 0000000005403| 0000000005434| 0000000000294| Sun Jan  9 11:04:12 2022
| 0000000005467| 0000000005451| 0000000000003| Sun Jan  9 11:04:12 2022
| 0000000005412| 0000000005403| 0000000000015| Sun Jan  9 11:04:12 2022
| 0000000005448| 0000000005421| 0000000000244| Sun Jan  9 11:04:12 2022
| 0000000005443| 0000000005489| 0000000000017| Sun Jan  9 11:04:12 2022
| 0000000005456| 0000000005472| 0000000000133| Sun Jan  9 11:04:12 2022
| 0000000005393| -000000000001| 0000000000012| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005404| 0000000005480| 0000000000087| Sun Jan  9 11:04:12 2022
| 0000000005491| 0000000005473| 0000000000346| Sun Jan  9 11:04:12 2022
| 0000000005480| 0000000005448| 0000000000204| Sun Jan  9 11:04:12 2022
| 0000000005408| 0000000005407| 0000000000114| Sun Jan  9 11:04:12 2022
| 0000000005481| 0000000005474| 0000000000092| Sun Jan  9 11:04:12 2022
| 0000000005443| 0000000005439| 0000000000037| Sun Jan  9 11:04:12 2022
| 0000000005446| 0000000005456| 0000000000206| Sun Jan  9 11:04:12 2022
| 0000000005481| 0000000005413| 0000000000123| Sun Jan  9 11:04:12 2022
| 0000000005441| 0000000005453| 0000000000259| Sun Jan  9 11:04:12 2022
| 0000000005402| -000000000001| 0000000000014| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005437| 0000000005484| 0000000000127| Sun Jan  9 11:04:12 2022
| 0000000005431| 0000000005471| 0000000000024| Sun Jan  9 11:04:12 2022
| 0000000005465| 0000000005407| 0000000000119| Sun Jan  9 11:04:12 2022
| 0000000005410| 0000000005464| 0000000000115| Sun Jan  9 11:04:12 2022
| 0000000005412| 0000000005485| 0000000000071| Sun Jan  9 11:04:12 2022
| 0000000005408| 0000000005417| 0000000000079| Sun Jan  9 11:04:12 2022
| 0000000005473| 0000000005481| 0000000000065| Sun Jan  9 11:04:12 2022
| 0000000005414| 0000000005429| 0000000000224| Sun Jan  9 11:04:12 2022
| 0000000005411| 0000000005495| 0000000000134| Sun Jan  9 11:04:12 2022
| 0000000005399| -000000000001| 0000000000010| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005474| 0000000005483| 0000000000093| Sun Jan  9 11:04:12 2022
| 0000000005438| 0000000005412| 0000000000257| Sun Jan  9 11:04:12 2022
| 0000000005497| 0000000005494| 0000000000283| Sun Jan  9 11:04:12 2022
| 0000000005481| 0000000005444| 0000000000234| Sun Jan  9 11:04:12 2022
| 0000000005468| 0000000005415| 0000000000234| Sun Jan  9 11:04:12 2022
| 0000000005481| 0000000005497| 0000000000078| Sun Jan  9 11:04:12 2022
| 0000000005403| 0000000005464| 0000000000044| Sun Jan  9 11:04:12 2022
| 0000000005410| 0000000005466| 0000000000126| Sun Jan  9 11:04:12 2022
| 0000000005480| 0000000005424| 0000000000106| Sun Jan  9 11:04:12 2022
| 0000000005398| -000000000001| 0000000000013| Sun Jan  9 11:04:12 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005465| 0000000005423| 0000000000332| Sun Jan  9 11:04:12 2022
