| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000020279| 0000000020124| 0000000000295| Sun Jan  9 17:36:17 2022
| 0000000019953| 0000000019784| 0000000000149| Sun Jan  9 17:36:17 2022
| 0000000020456| 0000000020166| 0000000000144| Sun Jan  9 17:36:17 2022
| 0000000020733| 0000000019786| 0000000000345| Sun Jan  9 17:36:17 2022
| 0000000020275| 0000000020187| 0000000000376| Sun Jan  9 17:36:17 2022
| 0000000019772| -000000000001| 0000000000021| Sun Jan  9 17:36:18 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000020771| 0000000019853| 0000000000357| Sun Jan  9 17:36:17 2022
| 0000000020280| 0000000019916| 0000000000343| Sun Jan  9 17:36:17 2022
| 0000000020386| 0000000019845| 0000000000268| Sun Jan  9 17:36:17 2022
| 0000000020231| 0000000019842| 0000000000154| Sun Jan  9 17:36:17 2022
| 0000000019915| 0000000020127| 0000000000343| Sun Jan  9 17:36:17 2022
| 0000000020173| 0000000019943| 0000000000291| Sun Jan  9 17:36:17 2022
| 0000000020148| 0000000019790| 0000000000430| Sun Jan  9 17:36:17 2022
| 0000000020590| 0000000019909| 0000000000439| Sun Jan  9 17:36:17 2022
| 0000000019915| 0000000019881| 0000000000250| Sun Jan  9 17:36:17 2022
| 0000000019768| -000000000001| 0000000000024| Sun Jan  9 17:36:18 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000020102| 0000000020158| 0000000000343| Sun Jan  9 17:36:17 2022
| 0000000020185| 0000000020160| 0000000000494| Sun Jan  9 17:36:17 2022
| 0000000020220| 0000000020520| 0000000000443| Sun Jan  9 17:36:17 2022
| 0000000020729| 0000000020164| 0000000000424| Sun Jan  9 17:36:17 2022
| 0000000020202| 0000000020522| 0000000000046| Sun Jan  9 17:36:17 2022
| 0000000020620| 0000000020173| 0000000000343| Sun Jan  9 17:36:17 2022
| 0000000020033| 0000000020531| 0000000000037| Sun Jan  9 17:36:17 2022
| 0000000019988| 0000000020532| 0000000000291| Sun Jan  9 17:36:17 2022
| 0000000020633| 0000000020182| 0000000000021| Sun Jan  9 17:36:17 2022
| 0000000019766| -000000000001| 0000000000023| Sun Jan  9 17:36:18 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000020264| 0000000020032| 0000000000412| Sun Jan  9 17:36:17 2022
| 0000000020308| 0000000020337| 0000000000342| Sun Jan  9 17:36:17 2022
| 0000000020436| 0000000020226| 0000000000265| Sun Jan  9 17:36:17 2022
| 0000000020370| 0000000020244| 0000000000012| Sun Jan  9 17:36:17 2022
| 0000000020369| 0000000019823| 0000000000442| Sun Jan  9 17:36:17 2022
| 0000000020644| 0000000020261| 0000000000180| Sun Jan  9 17:36:17 2022
| 0000000020733| 0000000019885| 0000000000436| Sun Jan  9 17:36:17 2022
| 0000000020100| 0000000019864| 0000000000153| Sun Jan  9 17:36:17 2022
| 0000000019937| 0000000019875| 0000000000387| Sun Jan  9 17:36:17 2022
| 0000000019763| -000000000001| 0000000000023| Sun Jan  9 17:36:18 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000020189| 0000000019821| 0000000000360| Sun Jan  9 17:36:17 2022
| 0000000020633| 0000000020353| 0000000000240| Sun Jan  9 17:36:17 2022
| 0000000020392| 0000000020235| 0000000000481| Sun Jan  9 17:36:17 2022
| 0000000020496| 0000000020122| 0000000000429| Sun Jan  9 17:36:17 2022
| 0000000020076| 0000000020125| 0000000000485| Sun Jan  9 17:36:17 2022
| 0000000020757| 0000000019796| 0000000000432| Sun Jan  9 17:36:17 2022
| 0000000020101| 0000000020398| 0000000000457| Sun Jan  9 17:36:17 2022
| 0000000019784| 0000000020402| 0000000000178| Sun Jan  9 17:36:17 2022
| 0000000020082| 0000000019889| 0000000000425| Sun Jan  9 17:36:17 2022
| 0000000019771| -000000000001| 0000000000030| Sun Jan  9 17:36:18 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000020462| 0000000020271| 0000000000371| Sun Jan  9 17:36:17 2022
| 0000000019879| 0000000020218| 0000000000455| Sun Jan  9 17:36:17 2022
| 0000000019978| 0000000019785| 0000000000311| Sun Jan  9 17:36:17 2022
| 0000000020277| 0000000019836| 0000000000010| Sun Jan  9 17:36:17 2022
| 0000000020613| 0000000020404| 0000000000477| Sun Jan  9 17:36:17 2022
| 0000000020187| 0000000019825| 0000000000224| Sun Jan  9 17:36:17 2022
| 0000000020589| 0000000020408| 0000000000421| Sun Jan  9 17:36:17 2022
| 0000000020715| 0000000020528| 0000000000471| Sun Jan  9 17:36:17 2022
| 0000000020454| 0000000020291| 0000000000360| Sun Jan  9 17:36:17 2022
| 0000000019765| -000000000001| 0000000000028| Sun Jan  9 17:36:18 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000019782| 0000000019998| 0000000000324| Sun Jan  9 17:36:18 2022
| 0000000020445| 0000000020498| 0000000000334| Sun Jan  9 17:36:17 2022
| 0000000020064| 0000000019816| 0000000000310| Sun Jan  9 17:36:18 2022
| 0000000020206| 0000000020456| 0000000000027| Sun Jan  9 17:36:17 2022
| 0000000020038| 0000000019838| 0000000000178| Sun Jan  9 17:36:17 2022
| 0000000020619| 0000000020253| 0000000000477| Sun Jan  9 17:36:17 2022
| 0000000019988| 0000000019956| 0000000000424| Sun Jan  9 17:36:17 2022
| 0000000020109| 0000000020425| 0000000000332| Sun Jan  9 17:36:17 2022
| 0000000019835| 0000000019844| 0000000000190| Sun Jan  9 17:36:18 2022
| 0000000019767| -000000000001| 0000000000023| Sun Jan  9 17:36:18 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000020272| 0000000020379| 0000000000244| Sun Jan  9 17:36:18 2022
| 0000000020575| 0000000020001| 0000000000296| Sun Jan  9 17:36:17 2022
| 0000000019993| 0000000020237| 0000000000323| Sun Jan  9 17:36:17 2022
| 0000000019803| 0000000019985| 0000000000308| Sun Jan  9 17:36:17 2022
| 0000000020030| 0000000019782| 0000000000425| Sun Jan  9 17:36:18 2022
| 0000000019845| 0000000019974| 0000000000268| Sun Jan  9 17:36:18 2022
| 0000000019955| 0000000020277| 0000000000085| Sun Jan  9 17:36:18 2022
| 0000000019819| 0000000019877| 0000000000080| Sun Jan  9 17:36:17 2022
| 0000000019938| 0000000020234| 0000000000279| Sun Jan  9 17:36:17 2022
| 0000000019770| -000000000001| 0000000000020| Sun Jan  9 17:36:18 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000020019| 0000000020101| 0000000000426| Sun Jan  9 17:36:17 2022
| 0000000020596| 0000000020348| 0000000000238| Sun Jan  9 17:36:17 2022
| 0000000020159| 0000000020103| 0000000000022| Sun Jan  9 17:36:17 2022
| 0000000020192| 0000000019809| 0000000000316| Sun Jan  9 17:36:17 2022
| 0000000019870| 0000000020231| 0000000000308| Sun Jan  9 17:36:17 2022
| 0000000019887| 0000000020362| 0000000000255| Sun Jan  9 17:36:17 2022
| 0000000020424| 0000000020245| 0000000000248| Sun Jan  9 17:36:17 2022
| 0000000020432| 0000000020138| 0000000000271| Sun Jan  9 17:36:17 2022
| 0000000020571| 0000000020170| 0000000000453| Sun Jan  9 17:36:17 2022
| 0000000019769| -000000000001| 0000000000023| Sun Jan  9 17:36:18 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000020082| 0000000020761| 0000000000459| Sun Jan  9 17:36:17 2022
| 0000000020497| 0000000020223| 0000000000375| Sun Jan  9 17:36:17 2022
| 0000000020105| 0000000020763| 0000000000027| Sun Jan  9 17:36:17 2022
| 0000000020012| 0000000019848| 0000000000223| Sun Jan  9 17:36:17 2022
| 0000000019883| 0000000020163| 0000000000451| Sun Jan  9 17:36:17 2022
| 0000000019898| 0000000020024| 0000000000234| Sun Jan  9 17:36:17 2022
| 0000000020055| 0000000019804| 0000000000241| Sun Jan  9 17:36:17 2022
