| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000033866| 0000000034254| 0000000000065| Mon Jan  3 14:39:37 2022
| 0000000033834| -000000000001| 0000000000009| Mon Jan  3 14:39:37 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000033984| 0000000033841| 0000000000041| Mon Jan  3 14:39:33 2022
| 0000000034194| 0000000034067| 0000000000061| Mon Jan  3 14:39:33 2022
| 0000000034323| 0000000034014| 0000000000003| Mon Jan  3 14:39:33 2022
| 0000000034122| 0000000034019| 0000000000175| Mon Jan  3 14:39:33 2022
| 0000000034307| 0000000034093| 0000000000031| Mon Jan  3 14:39:33 2022
| 0000000034005| 0000000033993| 0000000000160| Mon Jan  3 14:39:33 2022
| 0000000033900| 0000000033938| 0000000000020| Mon Jan  3 14:39:33 2022
| 0000000033917| 0000000034072| 0000000000173| Mon Jan  3 14:39:33 2022
| 0000000034128| 0000000033960| 0000000000143| Mon Jan  3 14:39:33 2022
| 0000000033840| -000000000001| 0000000000009| Mon Jan  3 14:39:37 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000033873| 0000000033915| 0000000000049| Mon Jan  3 14:39:33 2022
| 0000000034261| 0000000034140| 0000000000002| Mon Jan  3 14:39:37 2022
| 0000000034307| 0000000033899| 0000000000029| Mon Jan  3 14:39:33 2022
| 0000000033873| 0000000034273| 0000000000051| Mon Jan  3 14:39:37 2022
| 0000000033841| 0000000034115| 0000000000102| Mon Jan  3 14:39:33 2022
| 0000000034137| 0000000033846| 0000000000023| Mon Jan  3 14:39:37 2022
| 0000000034323| 0000000034174| 0000000000103| Mon Jan  3 14:39:33 2022
| 0000000033935| 0000000034193| 0000000000032| Mon Jan  3 14:39:37 2022
| 0000000034238| 0000000034009| 0000000000194| Mon Jan  3 14:39:33 2022
| 0000000033839| -000000000001| 0000000000009| Mon Jan  3 14:39:37 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000034078| 0000000034000| 0000000000002| Mon Jan  3 14:39:37 2022
| 0000000034228| 0000000034158| 0000000000059| Mon Jan  3 14:39:33 2022
| 0000000034265| 0000000034036| 0000000000003| Mon Jan  3 14:39:37 2022
| 0000000033979| 0000000034214| 0000000000019| Mon Jan  3 14:39:33 2022
| 0000000033903| 0000000034180| 0000000000018| Mon Jan  3 14:39:37 2022
| 0000000033855| 0000000033940| 0000000000161| Mon Jan  3 14:39:33 2022
| 0000000033951| 0000000034007| 0000000000002| Mon Jan  3 14:39:37 2022
| 0000000034211| 0000000034294| 0000000000087| Mon Jan  3 14:39:33 2022
| 0000000033973| 0000000034245| 0000000000003| Mon Jan  3 14:39:37 2022
| 0000000033838| -000000000001| 0000000000009| Mon Jan  3 14:39:37 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000033900| 0000000034314| 0000000000015| Mon Jan  3 14:39:37 2022
| 0000000034056| 0000000033846| 0000000000183| Mon Jan  3 14:39:33 2022
| 0000000033847| 0000000034082| 0000000000002| Mon Jan  3 14:39:37 2022
| 0000000033875| 0000000034025| 0000000000096| Mon Jan  3 14:39:33 2022
| 0000000034165| 0000000034296| 0000000000012| Mon Jan  3 14:39:37 2022
| 0000000034118| 0000000034279| 0000000000121| Mon Jan  3 14:39:33 2022
| 0000000033873| 0000000034183| 0000000000007| Mon Jan  3 14:39:37 2022
| 0000000034026| 0000000034300| 0000000000019| Mon Jan  3 14:39:33 2022
| 0000000034051| 0000000033915| 0000000000003| Mon Jan  3 14:39:37 2022
| 0000000033836| -000000000001| 0000000000009| Mon Jan  3 14:39:37 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000033927| 0000000034172| 0000000000058| Mon Jan  3 14:39:33 2022
| 0000000033961| 0000000034340| 0000000000056| Mon Jan  3 14:39:37 2022
| 0000000034306| 0000000033983| 0000000000012| Mon Jan  3 14:39:33 2022
| 0000000033928| 0000000034111| 0000000000011| Mon Jan  3 14:39:37 2022
| 0000000034150| 0000000034187| 0000000000110| Mon Jan  3 14:39:33 2022
| 0000000033933| 0000000033995| 0000000000020| Mon Jan  3 14:39:37 2022
| 0000000033859| 0000000034153| 0000000000130| Mon Jan  3 14:39:33 2022
| 0000000034287| 0000000033933| 0000000000001| Mon Jan  3 14:39:37 2022
| 0000000034279| 0000000033941| 0000000000189| Mon Jan  3 14:39:33 2022
| 0000000033833| -000000000001| 0000000000009| Mon Jan  3 14:39:37 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000034131| 0000000034330| 0000000000005| Mon Jan  3 14:39:37 2022
| 0000000034227| 0000000034267| 0000000000035| Mon Jan  3 14:39:33 2022
| 0000000034317| 0000000034054| 0000000000003| Mon Jan  3 14:39:37 2022
| 0000000033953| 0000000033911| 0000000000072| Mon Jan  3 14:39:33 2022
| 0000000034256| 0000000033901| 0000000000004| Mon Jan  3 14:39:37 2022
| 0000000034247| 0000000033880| 0000000000167| Mon Jan  3 14:39:33 2022
| 0000000034026| 0000000034166| 0000000000012| Mon Jan  3 14:39:37 2022
| 0000000034271| 0000000034335| 0000000000126| Mon Jan  3 14:39:33 2022
| 0000000033922| 0000000034156| 0000000000002| Mon Jan  3 14:39:37 2022
| 0000000033835| -000000000001| 0000000000009| Mon Jan  3 14:39:37 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000034080| 0000000034055| 0000000000121| Mon Jan  3 14:39:33 2022
| 0000000034104| 0000000034012| 0000000000006| Mon Jan  3 14:39:37 2022
| 0000000033876| 0000000034047| 0000000000188| Mon Jan  3 14:39:33 2022
| 0000000034301| 0000000033865| 0000000000012| Mon Jan  3 14:39:37 2022
